"","x","y","var1.pred","var1.var","optional"
"1",181180,333740,6.49961844879187,0.3198082729937,TRUE
"2",181140,333700,6.62235174649329,0.252019509715598,TRUE
"3",181180,333700,6.50516160265449,0.272984905704009,TRUE
"4",181220,333700,6.38758558765417,0.295528767710486,TRUE
"5",181100,333660,6.76449092409324,0.177940169614735,TRUE
"6",181140,333660,6.6355109159993,0.202202893702454,TRUE
"7",181180,333660,6.49754754747281,0.227738448919973,TRUE
"8",181220,333660,6.36147631401168,0.252490991727058,TRUE
"9",181060,333620,6.90462516473539,0.109986060161114,TRUE
"10",181100,333620,6.78023013460614,0.128081965930028,TRUE
"11",181140,333620,6.62776551493975,0.161209207099428,TRUE
"12",181180,333620,6.4714909682192,0.186024908069977,TRUE
"13",181220,333620,6.31656152224007,0.210897977481475,TRUE
"14",181260,333620,6.17529782365253,0.235313296914819,TRUE
"15",181020,333580,6.97381695308432,0.113726853838727,TRUE
"16",181060,333580,6.88253361456939,0.10752830639226,TRUE
"17",181100,333580,6.74320834684478,0.120965181697342,TRUE
"18",181140,333580,6.58767729431233,0.132743529576289,TRUE
"19",181180,333580,6.42217716267536,0.145829904801459,TRUE
"20",181220,333580,6.24886412927544,0.172220319843769,TRUE
"21",181260,333580,6.09147781607556,0.195053054443308,TRUE
"22",181300,333580,5.96734175689684,0.216399893980433,TRUE
"23",180980,333540,6.9441123603642,0.155984605214775,TRUE
"24",181020,333540,6.90587699577134,0.113124804765076,TRUE
"25",181060,333540,6.79276289258975,0.122084090085828,TRUE
"26",181100,333540,6.65165711403317,0.129499219355799,TRUE
"27",181140,333540,6.50920756982319,0.113902943756842,TRUE
"28",181180,333540,6.34769821673866,0.108463493327961,TRUE
"29",181220,333540,6.15507051931044,0.14449106083688,TRUE
"30",181260,333540,5.98289459993556,0.158705265648186,TRUE
"31",181300,333540,5.85285034899109,0.169854576554735,TRUE
"32",180940,333500,6.90654489491148,0.197163479652034,TRUE
"33",180980,333500,6.83964345584619,0.167965648884919,TRUE
"34",181020,333500,6.75614044694658,0.148000933972807,TRUE
"35",181060,333500,6.64440716056254,0.144894947541988,TRUE
"36",181100,333500,6.51413310600665,0.143271868657489,TRUE
"37",181140,333500,6.37526974265732,0.131715133386734,TRUE
"38",181180,333500,6.21752835966227,0.128203807698556,TRUE
"39",181220,333500,6.03902014195088,0.138465197966073,TRUE
"40",181260,333500,5.86134331030961,0.131764656982845,TRUE
"41",181300,333500,5.71512408063079,0.115908586078172,TRUE
"42",181340,333500,5.68644270442203,0.163294478920247,TRUE
"43",180940,333460,6.82217550484304,0.188899847971819,TRUE
"44",180980,333460,6.71171760864265,0.171061315898426,TRUE
"45",181020,333460,6.59367399990602,0.158805220732147,TRUE
"46",181060,333460,6.47432250330805,0.154722882208824,TRUE
"47",181100,333460,6.35241504119608,0.151968006894343,TRUE
"48",181140,333460,6.22316995106782,0.145911235101678,TRUE
"49",181180,333460,6.08165628401665,0.143022567700061,TRUE
"50",181220,333460,5.92896750937477,0.142719762989374,TRUE
"51",181260,333460,5.77585670990394,0.131652820387642,TRUE
"52",181300,333460,5.65624689579329,0.119072716990986,TRUE
"53",181340,333460,5.63261211501042,0.154655361348359,TRUE
"54",180900,333420,6.86939545610546,0.181739358270494,TRUE
"55",180940,333420,6.73395005884543,0.171742744812442,TRUE
"56",180980,333420,6.57605045329697,0.158519669362287,TRUE
"57",181020,333420,6.42053246416649,0.146202666835103,TRUE
"58",181060,333420,6.29489971569608,0.145938151429802,TRUE
"59",181100,333420,6.18723397496432,0.146618224817448,TRUE
"60",181140,333420,6.07623503840636,0.138637333946692,TRUE
"61",181180,333420,5.95804164914159,0.135853645608882,TRUE
"62",181220,333420,5.83799599090641,0.142265043441047,TRUE
"63",181260,333420,5.7272160815563,0.141892103425899,TRUE
"64",181300,333420,5.64815535593225,0.141818422914546,TRUE
"65",181340,333420,5.61639961838341,0.159872118785513,TRUE
"66",181380,333420,5.61351186635898,0.193241241678684,TRUE
"67",180860,333380,6.95652436376735,0.153462726395713,TRUE
"68",180900,333380,6.83269035171182,0.146478911141046,TRUE
"69",180940,333380,6.65280142167948,0.150186281930378,TRUE
"70",180980,333380,6.44689075785695,0.138083818788901,TRUE
"71",181020,333380,6.23700901140347,0.111242413954207,TRUE
"72",181060,333380,6.12384651367433,0.125587703492966,TRUE
"73",181100,333380,6.03806974297039,0.13537760804281,TRUE
"74",181140,333380,5.94346397970019,0.117356090928691,TRUE
"75",181180,333380,5.84713922045277,0.109272479808145,TRUE
"76",181220,333380,5.75831017519727,0.135476885265796,TRUE
"77",181260,333380,5.68172676436028,0.139229559964834,TRUE
"78",181300,333380,5.62919715122343,0.13539258242822,TRUE
"79",181340,333380,5.60515163123671,0.149638659880607,TRUE
"80",181380,333380,5.60222929690438,0.179098182625151,TRUE
"81",181420,333380,5.6084060953276,0.214924665429504,TRUE
"82",180860,333340,6.94446965735948,0.108615516958145,TRUE
"83",180900,333340,6.79153821093665,0.116518824204138,TRUE
"84",180940,333340,6.57726595103634,0.135072847501329,TRUE
"85",180980,333340,6.35276479433667,0.129421960929086,TRUE
"86",181020,333340,6.13826532966746,0.111341286966522,TRUE
"87",181060,333340,6.01392256214797,0.123595352798113,TRUE
"88",181100,333340,5.92514721665845,0.13421832082706,TRUE
"89",181140,333340,5.83593998219356,0.125455626966431,TRUE
"90",181180,333340,5.75219945063826,0.123296769835647,TRUE
"91",181220,333340,5.68272573092709,0.137305932681381,TRUE
"92",181260,333340,5.63084993742194,0.131581587791931,TRUE
"93",181300,333340,5.60151859132631,0.102663755908327,TRUE
"94",181340,333340,5.59092753593113,0.126740733043585,TRUE
"95",181380,333340,5.59464128934893,0.157758675056187,TRUE
"96",181420,333340,5.60203290888383,0.191509563614977,TRUE
"97",180820,333300,6.93684239302553,0.139627511524021,TRUE
"98",180860,333300,6.85645540095704,0.11922345300684,TRUE
"99",180900,333300,6.69525308238369,0.122572665315039,TRUE
"100",180940,333300,6.48931480147887,0.126604399072156,TRUE
"101",180980,333300,6.28028699351906,0.123464916963526,TRUE
"102",181020,333300,6.0938890867816,0.124326997888477,TRUE
"103",181060,333300,5.95183794448532,0.12861105265544,TRUE
"104",181100,333300,5.8419162498178,0.134754235984609,TRUE
"105",181140,333300,5.74672423772641,0.138027286851229,TRUE
"106",181180,333300,5.66565937685992,0.142269828972036,TRUE
"107",181220,333300,5.60512650326953,0.145798631435796,TRUE
"108",181260,333300,5.5698257246562,0.137627520887254,TRUE
"109",181300,333300,5.55952198146616,0.119699579993959,TRUE
